taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
8TJ	Cyatheaceae Kaulf.	8TJ	Cyatheaceae Kaulf.	1	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Cyatheales	32S	Cyatheaceae	8TJ					
75VVS	Pecluma filicula (Kaulf.) M.G.Price	75VVS	Pecluma filicula (Kaulf.) M.G.Price	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Polypodiopsida	GV	Polypodiales	3VL	Polypodiaceae	627JZ	Pecluma	63L5D	Pecluma filicula	75VVS	
RZZT	Cedrela odorata L.	RZZT	Cedrela odorata L.	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Meliaceae	CKB	Cedrela	3JX3	Cedrela odorata	RZZT	CR
4MNL7	Prockia crucis P.Browne ex L.	4MNL7	Prockia crucis P.Browne ex L.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Salicaceae	FWG	Prockia	6W9K	Prockia crucis	4MNL7	LC
3YJ4R	Maytenus salicifolia Reissek	3YJ4R	Maytenus salicifolia Reissek	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Celastrales	W8	Celastraceae	622JV	Maytenus	5M9R	Maytenus salicifolia	3YJ4R	
3PW5K	Ipomoea gigantea (Silva Manso) Choisy	3PW5K	Ipomoea gigantea (Silva Manso) Choisy	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea gigantea	3PW5K	
6QWP	Pisonia L.	6QWP	Pisonia L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Nyctaginaceae	DG4	Pisonia	6QWP			
62JPC	Byttneria Loefl.	62JPC	Byttneria Loefl.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Byttneria	62JPC			
6H5GY	Erythroxylum strobilaceum Peyr.	6H5GY	Erythroxylum strobilaceum Peyr.	3	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Erythroxylaceae	9VH	Erythroxylum	62S56	Erythroxylum strobilaceum	6H5GY	
588PV	Trichilia elegans A.Juss.	588PV	Trichilia elegans A.Juss.	4	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Meliaceae	CKB	Trichilia	7Z63	Trichilia elegans	588PV	LC
9KMCF	Piper glabratum (Kunth) Steud.	77KLJ	Piper secundum Ruiz & Pav.	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Piper	6QRC	Piper secundum	77KLJ	
777ZX	Pfaffia velutina Mart.	777ZX	Pfaffia velutina Mart.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Amaranthaceae	68Z	Pfaffia	6M9J	Pfaffia velutina	777ZX	
4HP3	Evolvulus L.	4HP3	Evolvulus L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Evolvulus	4HP3			
TJDY	Chamaecrista nictitans (L.) Moench	TJDY	Chamaecrista nictitans (L.) Moench	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Chamaecrista	9CKBY	Chamaecrista nictitans	TJDY	LC
3LD2Q	Heteropterys nervosa A.Juss.	3LD2Q	Heteropterys nervosa A.Juss.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Heteropterys	4WPV	Heteropterys nervosa	3LD2Q	LC
7D2R6	Trichilia pallens C.DC.	7D2R6	Trichilia pallens C.DC.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Meliaceae	CKB	Trichilia	7Z63	Trichilia pallens	7D2R6	NT
7F3FL	Urvillea laevis Radlk.	7F3FL	Urvillea laevis Radlk.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Urvillea	63VHW	Urvillea laevis	7F3FL	
6J58Y	Fissidens brevipes Besch.	6J58Y	Fissidens brevipes Besch.	3	SPECIES	ACCEPTED	Plantae	P	Bryophyta	BJ5TM	Bryopsida	CHTRW	Dicranales	KZYPJ	Fissidentaceae	9JG2T	Fissidens	9JKBH	Fissidens brevipes	6J58Y	
374KJ	Dolichandra quadrivalvis (Jacq.) L.G.Lohmann	374KJ	Dolichandra quadrivalvis (Jacq.) L.G.Lohmann	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Dolichandra	6336K	Dolichandra quadrivalvis	374KJ	
426SY	Mesosphaerum suaveolens (L.) Kuntze	426SY	Mesosphaerum suaveolens (L.) Kuntze	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Lamiaceae	PR82T	Mesosphaerum	8WHP7	Mesosphaerum suaveolens	426SY	
4WW34	Serjania meridionalis Cambess.	4WW34	Serjania meridionalis Cambess.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Sapindaceae	FY3	Serjania	7FV4	Serjania meridionalis	4WW34	
59669	Trixis antimenorrhoea (Schrank) C.Mart. ex Baker	5LMK7	Trixis divaricata subsp. divaricata	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Trixis	L2STF	Trixis divaricata	59672	
63MCK	Phytolacca L.	63MCK	Phytolacca L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Phytolaccaceae	625L4	Phytolacca	63MCK			
4STDT	Rhynchospora pubera (Vahl) Boeckeler	4STDT	Rhynchospora pubera (Vahl) Boeckeler	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Cyperaceae	8W5	Rhynchospora	8W35J	Rhynchospora pubera	4STDT	
ZR2N	Croton salutaris Casar.	ZR2N	Croton salutaris Casar.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Croton	8VWKB	Croton salutaris	ZR2N	LC
9DXQL	Senna multijuga var. verrucosa (Vogel) H.S.Irwin & Barneby	9DXQL	Senna multijuga var. verrucosa (Vogel) H.S.Irwin & Barneby	2	VARIETY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna multijuga	4WPBP	
53728	Strychnos bicolor Progel	53728	Strychnos bicolor Progel	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Loganiaceae	C5Z	Strychnos	63TQJ	Strychnos bicolor	53728	
ZQ66	Croton gracilipes Baill.	ZQ66	Croton gracilipes Baill.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Croton	8VWKB	Croton gracilipes	ZQ66	
4X7Y4	Sida glutinosa Comm. ex Cav.	4X7Y4	Sida glutinosa Comm. ex Cav.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Sida	7GNH	Sida glutinosa	4X7Y4	
6S27C	Monteverdia gonoclada (Mart.) Biral	6S27C	Monteverdia gonoclada (Mart.) Biral	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Celastrales	W8	Celastraceae	622JV	Monteverdia	63CXX	Monteverdia gonoclada	6S27C	LC
5RGQ4	Senna splendida var. splendida	6YGRF	Senna splendida (Vogel) H.S.Irwin & Barneby	1	VARIETY	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna splendida	6YGRF	
7D336	Trichilia pallida Sw.	7D336	Trichilia pallida Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Meliaceae	CKB	Trichilia	7Z63	Trichilia pallida	7D336	LC
S4MS	Celtis boliviensis Planch.	S4MV	Celtis brasiliensis (Gardner) Planch.	2	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Cannabaceae	7NV	Celtis	3K3G	Celtis brasiliensis	S4MV	
76QMN	Peperomia pereskiifolia (Jacq.) Kunth	76QMN	Peperomia pereskiifolia (Jacq.) Kunth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Piperales	623FG	Piperaceae	625NL	Peperomia	6KXF	Peperomia pereskiifolia	76QMN	
HHN6	Aspidosperma camporum Müll.Arg.	HHN6	Aspidosperma camporum Müll.Arg.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Aspidosperma	62DYD	Aspidosperma camporum	HHN6	LC
747PZ	Neonotonia wightii (Wight & Arn.) J.A.Lackey	747PZ	Neonotonia wightii (Wight & Arn.) J.A.Lackey	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Neonotonia	9CLFX	Neonotonia wightii	747PZ	LC
8J9	Convolvulaceae Juss.	8J9	Convolvulaceae Juss.	3	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9					
462JT	Nectandra reticulata (Ruiz & Pav.) Mez	462LS	Nectandra villosa Nees & Mart. ex Nees	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Laurales	3F8	Lauraceae	BTB	Nectandra	5Y73	Nectandra villosa	462LS	
SBHV	Centrosema sagittatum (Humb. & Bonpl. ex Willd.) Brandegee	SBHV	Centrosema sagittatum (Humb. & Bonpl. ex Willd.) Brandegee	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Centrosema	9CKBG	Centrosema sagittatum	SBHV	
B3QXV	Dyssochroma viridiflorum (Sims) Miers	B3QXV	Dyssochroma viridiflorum (Sims) Miers	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Dyssochroma	497M	Dyssochroma viridiflorum	B3QXV	
9CXWK	Camptosema bellum (Mart. ex Benth.) Benth.	9FPM4	Mantiqueira bella (Mart. ex Benth.) L.P.Queiroz	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Mantiqueira	9FNZF	Mantiqueira bella	9FPM4	
3VXWN	Lonchocarpus muehlbergianus Hassl.	9D2Q7	Dahlstedtia muehlbergiana (Hassl.) M.J.Silva & A.M.G.Azevedo	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Dahlstedtia	9CKHN	Dahlstedtia muehlbergiana	9D2Q7	
69ZY2	Chomelia pohliana Müll.Arg.	69ZY2	Chomelia pohliana Müll.Arg.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Chomelia	8VW7S	Chomelia pohliana	69ZY2	LC
LV7	Acacia Mill.	LV7	Acacia Mill.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Acacia	LV7			
64PQN	Actinostemon verticillatus (Klotzsch) Baill.	64PQN	Actinostemon verticillatus (Klotzsch) Baill.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Actinostemon	8VT8V	Actinostemon verticillatus	64PQN	LC
3XRFL	Malvastrum americanum (L.) Torr.	3XRFL	Malvastrum americanum (L.) Torr.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Malvastrum	5KQG	Malvastrum americanum	3XRFL	
78Q59	Pyrostegia venusta (Ker Gawl.) Miers	78Q59	Pyrostegia venusta (Ker Gawl.) Miers	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Pyrostegia	642VF	Pyrostegia venusta	78Q59	
6N8G6	Ipomoea quamoclit L.	6N8G6	Ipomoea quamoclit L.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea quamoclit	6N8G6	
3C5ZS	Eugenia punicifolia (Kunth) DC.	3C5ZS	Eugenia punicifolia (Kunth) DC.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Myrtaceae	D48	Eugenia	4FLN	Eugenia punicifolia	3C5ZS	LC
72Y96	Melochia argentina Hassl.	72XX6	Melochia argentina R.E.Fr.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malvales	3HP	Malvaceae	CDB	Melochia	62Z4W	Melochia argentina	72XX6	
T5JS	Cestrum axillare Vell.	T5PZ	Cestrum laevigatum Schltdl.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Cestrum	3LBQ	Cestrum laevigatum	T5PZ	
7GD5D	Zanthoxylum rhoifolium Lam.	7GD5D	Zanthoxylum rhoifolium Lam.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Rutaceae	626WT	Zanthoxylum	6497N	Zanthoxylum rhoifolium	7GD5D	LC
W57C	Clidemia hirta (L.) D.Don	73GNK	Miconia crenata (Vahl) Michelang.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Melastomataceae	CK9	Miconia	63B9N	Miconia crenata	73GNK	
4G7R	Eupatorium L.	4G7R	Eupatorium L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Asterales	ST	Asteraceae	622TP	Eupatorium	4G7R			
627FW	Poaceae Barnhart	627FW	Poaceae Barnhart	2	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW					
64TFC	Aechmea bromeliifolia (Rudge) Baker ex Benth. & Hook.f.	64TFC	Aechmea bromeliifolia (Rudge) Baker ex Benth. & Hook.f.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Bromeliaceae	622GQ	Aechmea	8VTBL	Aechmea bromeliifolia	64TFC	
4WPDS	Senna silvestris (Vell.) H.S.Irwin & Barneby	4WPDS	Senna silvestris (Vell.) H.S.Irwin & Barneby	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna silvestris	4WPDS	LC
62T2Y	Forsteronia G.Mey.	62T2Y	Forsteronia G.Mey.	4	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Apocynaceae	6L2	Forsteronia	62T2Y			
64R2P	Adenocalymma acutissimum (Cham.) Miers	64R2P	Adenocalymma acutissimum (Cham.) Miers	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Adenocalymma	C8RNZ	Adenocalymma acutissimum	64R2P	
42JQK	Metrodorea nigra A.St.-Hil.	42JQK	Metrodorea nigra A.St.-Hil.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Rutaceae	626WT	Metrodorea	5R35	Metrodorea nigra	42JQK	LC
3JJS7	Handroanthus serratifolius (Vahl) S.O.Grose	3JJS7	Handroanthus serratifolius (Vahl) S.O.Grose	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Handroanthus	4T83	Handroanthus serratifolius	3JJS7	EN
3F57F	Galipea jasminiflora (A.St.-Hil.) Engl.	3F57F	Galipea jasminiflora (A.St.-Hil.) Engl.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Rutaceae	626WT	Galipea	4LWN	Galipea jasminiflora	3F57F	LC
54NLJ	Tanaecium selloi (Spreng.) L.G.Lohmann	54NLJ	Tanaecium selloi (Spreng.) L.G.Lohmann	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Tanaecium	7SCQ	Tanaecium selloi	54NLJ	
63KWK	Pereskia Mill.	63KWK	Pereskia Mill.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Cactaceae	7HS	Pereskia	63KWK			
3L46	Cereus Mill.	3L46	Cereus Mill.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Cactaceae	7HS	Cereus	3L46			
8VZ5C	Manihot Mill.	8VZ5C	Manihot Mill.	5	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Manihot	8VZ5C			
5ZPLR	Combretum fruticosum (Loefl.) Stuntz	5ZPLR	Combretum fruticosum (Loefl.) Stuntz	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Combretaceae	8GM	Combretum	3SRG	Combretum fruticosum	5ZPLR	
9VSVV	Venturiella glaziovii (Hampe) Pursell	9VSVV	Venturiella glaziovii (Hampe) Pursell	1	SPECIES	ACCEPTED	Plantae	P	Bryophyta	BJ5TM	Bryopsida	CHTRW	Erpodiales	BW6V7	Erpodiaceae	KSSDY	Venturiella	9JP6C	Venturiella glaziovii	9VSVV	
RZYL	Cedrela fissilis Vell.	RZYL	Cedrela fissilis Vell.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Sapindales	3ZY	Meliaceae	CKB	Cedrela	3JX3	Cedrela fissilis	RZYL	VU
SGJN5	Rubiaceae Juss.	SGJN5	Rubiaceae Juss.	1	FAMILY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5					
8VT5Y	Acalypha L.	8VT5Y	Acalypha L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Euphorbiaceae	N7XM4	Acalypha	8VT5Y			
68LGV	Boehmeria caudata Sw.	68LGV	Boehmeria caudata Sw.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Urticaceae	HQS	Boehmeria	3B2D	Boehmeria caudata	68LGV	LC
737KY	Mascagnia cordifolia (A.Juss.) Griseb.	737KY	Mascagnia cordifolia (A.Juss.) Griseb.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Mascagnia	5LQF	Mascagnia cordifolia	737KY	
3PWL6	Ipomoea nil (L.) Roth	3PWL6	Ipomoea nil (L.) Roth	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Ipomoea	62WB5	Ipomoea nil	3PWL6	
3LCY9	Heteropterys crenulata Mart. ex Griseb.	3LCY9	Heteropterys crenulata Mart. ex Griseb.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Heteropterys	4WPV	Heteropterys crenulata	3LCY9	
4H36N	Phyllanthus acuminatus Vahl	4H36N	Phyllanthus acuminatus Vahl	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Phyllanthaceae	RCXBV	Phyllanthus	8VSF4	Phyllanthus acuminatus	4H36N	LC
8H53V	Niedenzuella lasiandra (A.Juss.) R.F.Almeida	8H53V	Niedenzuella lasiandra (A.Juss.) R.F.Almeida	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Malpighiales	MLP	Malpighiaceae	CD9	Niedenzuella	6429	Niedenzuella lasiandra	8H53V	
5X8QW	Camonea umbellata (L.) A.R.Simões & Staples	5X8QW	Camonea umbellata (L.) A.R.Simões & Staples	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Convolvulaceae	8J9	Camonea	62L42	Camonea umbellata	5X8QW	
8WZN5	Palicourea brevicollis (Müll.Arg.) C.M.Taylor	8WZN5	Palicourea brevicollis (Müll.Arg.) C.M.Taylor	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Palicourea	8W237	Palicourea brevicollis	8WZN5	LC
8VZVJ	Olyra L.	8VZVJ	Olyra L.	2	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Olyra	8VZVJ			
44JLB	Muhlenbergia pereilema P.M.Peterson	44JLB	Muhlenbergia pereilema P.M.Peterson	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Muhlenbergia	8VZHY	Muhlenbergia pereilema	44JLB	
66PH6	Andropogon leucostachyus Kunth	LML2L	Anatherum leucostachyum (Kunth) Voronts. & E.A.Kellogg	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Anatherum	8WBXT	Anatherum leucostachyum	LML2L	
4WPB6	Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby	4WPB6	Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Senna	9CM2K	Senna macranthera	4WPB6	LC
8VX72	Echinochloa P.Beauv.	8VX72	Echinochloa P.Beauv.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Echinochloa	8VX72			
6YTSX	Solandra grandiflora Sw.	6YTSX	Solandra grandiflora Sw.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Solandra	7JD7	Solandra grandiflora	6YTSX	
5RQ34	Swartzia apetala var. glabra (Vogel) R.S.Cowan	5RQ34	Swartzia apetala var. glabra (Vogel) R.S.Cowan	1	VARIETY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Swartzia	9CM5R	Swartzia apetala	53JB3	
MHS6B	Celtis chichape (Wedd.) Miq.	S4NG	Celtis chicape (Wedd.) Miq.	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Rosales	3Z6	Cannabaceae	7NV	Celtis	3K3G	Celtis chicape	S4NG	
CZ99M	Capsicum baccatum var. baccatum	CZ99M	Capsicum baccatum var. baccatum	1	VARIETY	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Solanales	43W	Solanaceae	626XM	Capsicum	3H75	Capsicum baccatum	QT4Z	
7B6P	Ruprechtia C.A.Mey.	7B6P	Ruprechtia C.A.Mey.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Caryophyllales	VW	Polygonaceae	627KD	Ruprechtia	7B6P			
6JP4W	Fridericia speciosa Mart.	6JP4W	Fridericia speciosa Mart.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Bignoniaceae	77P	Fridericia	4L5L	Fridericia speciosa	6JP4W	
5M783	Anadenanthera colubrina var. cebil (Griseb.) Altschul	DCKP	Anadenanthera macrocarpa (Benth.) Brenan	1	VARIETY	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Anadenanthera	9CJRG	Anadenanthera macrocarpa	DCKP	
4FVLQ	Pharus lappulaceus Aubl.	4FVLQ	Pharus lappulaceus Aubl.	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Liliopsida	L2L	Poales	627VM	Poaceae	627FW	Pharus	8W2BG	Pharus lappulaceus	4FVLQ	
Z2XX	Coutarea hexandra (Jacq.) K.Schum.	VBM8Z	Coutaportla campanilla (DC.) Delprete	1	SPECIES	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Gentianales	39D	Rubiaceae	SGJN5	Coutaportla	8VWJ3	Coutaportla campanilla	VBM8Z	
C5TJ	Aloysia virgata (Ruiz & Pav.) Juss.	C5TJ	Aloysia virgata (Ruiz & Pav.) Juss.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Verbenaceae	TMFZP	Aloysia	8VTMG	Aloysia virgata	C5TJ	LC
3QXFC	Justicia thunbergioides (Lindau) Leonard	3QXFC	Justicia thunbergioides (Lindau) Leonard	2	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Lamiales	3F4	Acanthaceae	62332	Justicia	572G	Justicia thunbergioides	3QXFC	
9TPP8	Ocotea pulchella var. ferruginea Hassl.	7W8FD	Mespilodaphne pulchella Meisn.	1	VARIETY	SYNONYM	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Laurales	3F8	Lauraceae	BTB	Mespilodaphne	7PNVW	Mespilodaphne pulchella	7W8FD	
L49M	Bauhinia pulchella Benth.	L49M	Bauhinia pulchella Benth.	1	SPECIES	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Fabales	383	Fabaceae	623QT	Bauhinia	9CK4T	Bauhinia pulchella	L49M	LC
62W2Q	Lagerstroemia L.	62W2Q	Lagerstroemia L.	1	GENUS	ACCEPTED	Plantae	P	Tracheophyta	TP	Magnoliopsida	MG	Myrtales	3LY	Lythraceae	624JG	Lagerstroemia	62W2Q			
